Node_4d(x=57, y=100, floor='LL', building='RoyCarver') Node_4d(x=57, y=100, floor='LL', building='RoyCarver') normal 1
Node_4d(x=250, y=188, floor='LL', building='RoyCarver') Node_4d(x=246, y=195, floor='LL', building='RoyCarver') door 1000
Node_4d(x=250, y=188, floor='LL', building='RoyCarver') Node_4d(x=261, y=184, floor='LL', building='RoyCarver') door 1000
Node_4d(x=253, y=243, floor='LL', building='RoyCarver') Node_4d(x=253, y=243, floor='LL', building='RoyCarver') normal 1
Node_4d(x=253, y=243, floor='LL', building='RoyCarver') Node_4d(x=246, y=240, floor='LL', building='RoyCarver') normal 1
Node_4d(x=253, y=243, floor='LL', building='RoyCarver') Node_4d(x=263, y=244, floor='LL', building='RoyCarver') door 1000
Node_4d(x=254, y=86, floor='LL', building='RoyCarver') Node_4d(x=254, y=86, floor='LL', building='RoyCarver') normal 1
Node_4d(x=254, y=86, floor='LL', building='RoyCarver') Node_4d(x=250, y=78, floor='LL', building='RoyCarver') normal 1
Node_4d(x=254, y=86, floor='LL', building='RoyCarver') Node_4d(x=262, y=86, floor='LL', building='RoyCarver') door 1000
Node_4d(x=255, y=143, floor='LL', building='RoyCarver') Node_4d(x=255, y=143, floor='LL', building='RoyCarver') normal 1
Node_4d(x=255, y=143, floor='LL', building='RoyCarver') Node_4d(x=262, y=140, floor='LL', building='RoyCarver') normal 1
Node_4d(x=255, y=143, floor='LL', building='RoyCarver') Node_4d(x=261, y=149, floor='LL', building='RoyCarver') door 1000
Node_4d(x=255, y=143, floor='LL', building='RoyCarver') Node_4d(x=247, y=140, floor='LL', building='RoyCarver') normal 1
Node_4d(x=255, y=299, floor='LL', building='RoyCarver') Node_4d(x=255, y=299, floor='LL', building='RoyCarver') normal 1
Node_4d(x=255, y=299, floor='LL', building='RoyCarver') Node_4d(x=259, y=306, floor='LL', building='RoyCarver') normal 1
Node_4d(x=255, y=299, floor='LL', building='RoyCarver') Node_4d(x=260, y=292, floor='LL', building='RoyCarver') normal 1
Node_4d(x=255, y=299, floor='LL', building='RoyCarver') Node_4d(x=248, y=291, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=173, floor='LL', building='RoyCarver') Node_4d(x=259, y=173, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=173, floor='LL', building='RoyCarver') Node_4d(x=253, y=167, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=173, floor='LL', building='RoyCarver') Node_4d(x=255, y=180, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=173, floor='LL', building='RoyCarver') Node_4d(x=261, y=184, floor='LL', building='RoyCarver') door 1000
Node_4d(x=259, y=173, floor='LL', building='RoyCarver') Node_4d(x=269, y=173, floor='LL', building='RoyCarver') door 1000
Node_4d(x=259, y=282, floor='LL', building='RoyCarver') Node_4d(x=259, y=282, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=282, floor='LL', building='RoyCarver') Node_4d(x=266, y=278, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=282, floor='LL', building='RoyCarver') Node_4d(x=255, y=289, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=282, floor='LL', building='RoyCarver') Node_4d(x=254, y=274, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=282, floor='LL', building='RoyCarver') Node_4d(x=249, y=282, floor='LL', building='RoyCarver') normal 1
Node_4d(x=259, y=282, floor='LL', building='RoyCarver') Node_4d(x=261, y=271, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=59, floor='LL', building='RoyCarver') Node_4d(x=262, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=59, floor='LL', building='RoyCarver') Node_4d(x=254, y=58, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=59, floor='LL', building='RoyCarver') Node_4d(x=262, y=68, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=59, floor='LL', building='RoyCarver') Node_4d(x=269, y=65, floor='LL', building='RoyCarver') door 1000
Node_4d(x=262, y=59, floor='LL', building='RoyCarver') Node_4d(x=262, y=46, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=208, floor='LL', building='RoyCarver') Node_4d(x=262, y=208, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=208, floor='LL', building='RoyCarver') Node_4d(x=255, y=211, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=208, floor='LL', building='RoyCarver') Node_4d(x=265, y=201, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=208, floor='LL', building='RoyCarver') Node_4d(x=268, y=214, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=208, floor='LL', building='RoyCarver') Node_4d(x=261, y=217, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=208, floor='LL', building='RoyCarver') Node_4d(x=255, y=201, floor='LL', building='RoyCarver') normal 1
Node_4d(x=262, y=208, floor='LL', building='RoyCarver') Node_4d(x=272, y=204, floor='LL', building='RoyCarver') normal 1
Node_4d(x=264, y=160, floor='LL', building='RoyCarver') Node_4d(x=264, y=160, floor='LL', building='RoyCarver') normal 1
Node_4d(x=264, y=160, floor='LL', building='RoyCarver') Node_4d(x=271, y=164, floor='LL', building='RoyCarver') normal 1
Node_4d(x=264, y=160, floor='LL', building='RoyCarver') Node_4d(x=256, y=158, floor='LL', building='RoyCarver') normal 1
Node_4d(x=264, y=160, floor='LL', building='RoyCarver') Node_4d(x=271, y=155, floor='LL', building='RoyCarver') normal 1
Node_4d(x=268, y=188, floor='LL', building='RoyCarver') Node_4d(x=268, y=188, floor='LL', building='RoyCarver') normal 1
Node_4d(x=268, y=188, floor='LL', building='RoyCarver') Node_4d(x=261, y=184, floor='LL', building='RoyCarver') door 1000
Node_4d(x=269, y=173, floor='LL', building='RoyCarver') Node_4d(x=269, y=173, floor='LL', building='RoyCarver') normal 1
Node_4d(x=272, y=45, floor='LL', building='RoyCarver') Node_4d(x=272, y=45, floor='LL', building='RoyCarver') normal 1
Node_4d(x=272, y=45, floor='LL', building='RoyCarver') Node_4d(x=275, y=58, floor='LL', building='RoyCarver') normal 1
Node_4d(x=273, y=215, floor='LL', building='RoyCarver') Node_4d(x=273, y=215, floor='LL', building='RoyCarver') normal 1
Node_4d(x=273, y=215, floor='LL', building='RoyCarver') Node_4d(x=271, y=225, floor='LL', building='RoyCarver') door 1000
Node_4d(x=274, y=291, floor='LL', building='RoyCarver') Node_4d(x=274, y=291, floor='LL', building='RoyCarver') normal 1
Node_4d(x=274, y=291, floor='LL', building='RoyCarver') Node_4d(x=266, y=286, floor='LL', building='RoyCarver') door 1000
Node_4d(x=274, y=291, floor='LL', building='RoyCarver') Node_4d(x=265, y=298, floor='LL', building='RoyCarver') normal 1
Node_4d(x=274, y=291, floor='LL', building='RoyCarver') Node_4d(x=281, y=286, floor='LL', building='RoyCarver') door 1000
Node_4d(x=275, y=58, floor='LL', building='RoyCarver') Node_4d(x=275, y=58, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=58, floor='LL', building='RoyCarver') Node_4d(x=278, y=65, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=58, floor='LL', building='RoyCarver') Node_4d(x=280, y=49, floor='LL', building='RoyCarver') door 1000
Node_4d(x=275, y=58, floor='LL', building='RoyCarver') Node_4d(x=269, y=65, floor='LL', building='RoyCarver') door 1000
Node_4d(x=275, y=87, floor='LL', building='RoyCarver') Node_4d(x=275, y=87, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=87, floor='LL', building='RoyCarver') Node_4d(x=276, y=95, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=87, floor='LL', building='RoyCarver') Node_4d(x=283, y=82, floor='LL', building='RoyCarver') door 1000
Node_4d(x=275, y=143, floor='LL', building='RoyCarver') Node_4d(x=275, y=143, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=143, floor='LL', building='RoyCarver') Node_4d(x=274, y=135, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=143, floor='LL', building='RoyCarver') Node_4d(x=275, y=148, floor='LL', building='RoyCarver') door 1000
Node_4d(x=275, y=143, floor='LL', building='RoyCarver') Node_4d(x=266, y=144, floor='LL', building='RoyCarver') door 1000
Node_4d(x=275, y=143, floor='LL', building='RoyCarver') Node_4d(x=266, y=138, floor='LL', building='RoyCarver') normal 1
Node_4d(x=275, y=143, floor='LL', building='RoyCarver') Node_4d(x=268, y=152, floor='LL', building='RoyCarver') door 1000
Node_4d(x=283, y=127, floor='LL', building='RoyCarver') Node_4d(x=283, y=127, floor='LL', building='RoyCarver') normal 1
Node_4d(x=283, y=127, floor='LL', building='RoyCarver') Node_4d(x=285, y=119, floor='LL', building='RoyCarver') normal 1
Node_4d(x=283, y=127, floor='LL', building='RoyCarver') Node_4d(x=289, y=133, floor='LL', building='RoyCarver') door 1000
Node_4d(x=283, y=127, floor='LL', building='RoyCarver') Node_4d(x=281, y=132, floor='LL', building='RoyCarver') door 1000
Node_4d(x=284, y=150, floor='LL', building='RoyCarver') Node_4d(x=284, y=150, floor='LL', building='RoyCarver') normal 1
Node_4d(x=284, y=150, floor='LL', building='RoyCarver') Node_4d(x=275, y=148, floor='LL', building='RoyCarver') door 1000
Node_4d(x=284, y=223, floor='LL', building='RoyCarver') Node_4d(x=284, y=223, floor='LL', building='RoyCarver') normal 1
Node_4d(x=284, y=223, floor='LL', building='RoyCarver') Node_4d(x=285, y=230, floor='LL', building='RoyCarver') door 1000
Node_4d(x=284, y=223, floor='LL', building='RoyCarver') Node_4d(x=277, y=231, floor='LL', building='RoyCarver') door 1000
Node_4d(x=285, y=94, floor='LL', building='RoyCarver') Node_4d(x=285, y=94, floor='LL', building='RoyCarver') normal 1
Node_4d(x=285, y=94, floor='LL', building='RoyCarver') Node_4d(x=283, y=82, floor='LL', building='RoyCarver') door 1000
Node_4d(x=285, y=94, floor='LL', building='RoyCarver') Node_4d(x=294, y=88, floor='LL', building='RoyCarver') door 1000
Node_4d(x=287, y=109, floor='LL', building='RoyCarver') Node_4d(x=287, y=109, floor='LL', building='RoyCarver') normal 1
Node_4d(x=287, y=109, floor='LL', building='RoyCarver') Node_4d(x=290, y=101, floor='LL', building='RoyCarver') door 1000
Node_4d(x=287, y=109, floor='LL', building='RoyCarver') Node_4d(x=293, y=112, floor='LL', building='RoyCarver') door 1000
Node_4d(x=287, y=142, floor='LL', building='RoyCarver') Node_4d(x=287, y=142, floor='LL', building='RoyCarver') normal 1
Node_4d(x=287, y=142, floor='LL', building='RoyCarver') Node_4d(x=289, y=133, floor='LL', building='RoyCarver') door 1000
Node_4d(x=288, y=59, floor='LL', building='RoyCarver') Node_4d(x=288, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=59, floor='LL', building='RoyCarver') Node_4d(x=286, y=66, floor='LL', building='RoyCarver') door 1000
Node_4d(x=288, y=59, floor='LL', building='RoyCarver') Node_4d(x=295, y=66, floor='LL', building='RoyCarver') door 1000
Node_4d(x=288, y=251, floor='LL', building='RoyCarver') Node_4d(x=288, y=251, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=251, floor='LL', building='RoyCarver') Node_4d(x=285, y=244, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=251, floor='LL', building='RoyCarver') Node_4d(x=294, y=257, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=251, floor='LL', building='RoyCarver') Node_4d(x=297, y=250, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=251, floor='LL', building='RoyCarver') Node_4d(x=280, y=256, floor='LL', building='RoyCarver') normal 1
Node_4d(x=288, y=251, floor='LL', building='RoyCarver') Node_4d(x=293, y=243, floor='LL', building='RoyCarver') normal 1
Node_4d(x=289, y=45, floor='LL', building='RoyCarver') Node_4d(x=289, y=45, floor='LL', building='RoyCarver') normal 1
Node_4d(x=289, y=45, floor='LL', building='RoyCarver') Node_4d(x=296, y=42, floor='LL', building='RoyCarver') normal 1
Node_4d(x=289, y=45, floor='LL', building='RoyCarver') Node_4d(x=280, y=49, floor='LL', building='RoyCarver') normal 1
Node_4d(x=289, y=45, floor='LL', building='RoyCarver') Node_4d(x=280, y=40, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=112, floor='LL', building='RoyCarver') Node_4d(x=293, y=112, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=112, floor='LL', building='RoyCarver') Node_4d(x=297, y=104, floor='LL', building='RoyCarver') door 1000
Node_4d(x=293, y=126, floor='LL', building='RoyCarver') Node_4d(x=293, y=126, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=126, floor='LL', building='RoyCarver') Node_4d(x=289, y=119, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=126, floor='LL', building='RoyCarver') Node_4d(x=289, y=133, floor='LL', building='RoyCarver') door 1000
Node_4d(x=293, y=223, floor='LL', building='RoyCarver') Node_4d(x=293, y=223, floor='LL', building='RoyCarver') normal 1
Node_4d(x=293, y=223, floor='LL', building='RoyCarver') Node_4d(x=299, y=230, floor='LL', building='RoyCarver') door 1000
Node_4d(x=293, y=223, floor='LL', building='RoyCarver') Node_4d(x=292, y=233, floor='LL', building='RoyCarver') door 1000
Node_4d(x=293, y=223, floor='LL', building='RoyCarver') Node_4d(x=298, y=222, floor='LL', building='RoyCarver') door 1000
Node_4d(x=294, y=94, floor='LL', building='RoyCarver') Node_4d(x=294, y=94, floor='LL', building='RoyCarver') normal 1
Node_4d(x=294, y=94, floor='LL', building='RoyCarver') Node_4d(x=294, y=88, floor='LL', building='RoyCarver') door 1000
Node_4d(x=294, y=94, floor='LL', building='RoyCarver') Node_4d(x=283, y=82, floor='LL', building='RoyCarver') door 1000
Node_4d(x=296, y=59, floor='LL', building='RoyCarver') Node_4d(x=296, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=296, y=59, floor='LL', building='RoyCarver') Node_4d(x=295, y=66, floor='LL', building='RoyCarver') door 1000
Node_4d(x=298, y=142, floor='LL', building='RoyCarver') Node_4d(x=298, y=142, floor='LL', building='RoyCarver') normal 1
Node_4d(x=298, y=142, floor='LL', building='RoyCarver') Node_4d(x=289, y=133, floor='LL', building='RoyCarver') door 1000
Node_4d(x=299, y=35, floor='LL', building='RoyCarver') Node_4d(x=299, y=35, floor='LL', building='RoyCarver') normal 1
Node_4d(x=299, y=35, floor='LL', building='RoyCarver') Node_4d(x=296, y=42, floor='LL', building='RoyCarver') door 1000
Node_4d(x=299, y=35, floor='LL', building='RoyCarver') Node_4d(x=307, y=33, floor='LL', building='RoyCarver') normal 1
Node_4d(x=299, y=35, floor='LL', building='RoyCarver') Node_4d(x=292, y=30, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=130, floor='LL', building='RoyCarver') Node_4d(x=301, y=130, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=130, floor='LL', building='RoyCarver') Node_4d(x=307, y=141, floor='LL', building='RoyCarver') normal 1
Node_4d(x=301, y=130, floor='LL', building='RoyCarver') Node_4d(x=289, y=133, floor='LL', building='RoyCarver') door 1000
Node_4d(x=302, y=94, floor='LL', building='RoyCarver') Node_4d(x=302, y=94, floor='LL', building='RoyCarver') normal 1
Node_4d(x=302, y=94, floor='LL', building='RoyCarver') Node_4d(x=302, y=86, floor='LL', building='RoyCarver') door 1000
Node_4d(x=302, y=94, floor='LL', building='RoyCarver') Node_4d(x=310, y=87, floor='LL', building='RoyCarver') door 1000
Node_4d(x=303, y=45, floor='LL', building='RoyCarver') Node_4d(x=303, y=45, floor='LL', building='RoyCarver') normal 1
Node_4d(x=303, y=45, floor='LL', building='RoyCarver') Node_4d(x=310, y=40, floor='LL', building='RoyCarver') door 1000
Node_4d(x=304, y=59, floor='LL', building='RoyCarver') Node_4d(x=304, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=304, y=59, floor='LL', building='RoyCarver') Node_4d(x=303, y=67, floor='LL', building='RoyCarver') door 1000
Node_4d(x=304, y=59, floor='LL', building='RoyCarver') Node_4d(x=312, y=59, floor='LL', building='RoyCarver') door 1000
Node_4d(x=306, y=111, floor='LL', building='RoyCarver') Node_4d(x=306, y=111, floor='LL', building='RoyCarver') normal 1
Node_4d(x=306, y=111, floor='LL', building='RoyCarver') Node_4d(x=312, y=116, floor='LL', building='RoyCarver') normal 1
Node_4d(x=306, y=111, floor='LL', building='RoyCarver') Node_4d(x=311, y=104, floor='LL', building='RoyCarver') door 1000
Node_4d(x=307, y=141, floor='LL', building='RoyCarver') Node_4d(x=307, y=141, floor='LL', building='RoyCarver') normal 1
Node_4d(x=308, y=75, floor='LL', building='RoyCarver') Node_4d(x=308, y=75, floor='LL', building='RoyCarver') normal 1
Node_4d(x=308, y=75, floor='LL', building='RoyCarver') Node_4d(x=305, y=82, floor='LL', building='RoyCarver') normal 1
Node_4d(x=308, y=75, floor='LL', building='RoyCarver') Node_4d(x=315, y=78, floor='LL', building='RoyCarver') normal 1
Node_4d(x=308, y=75, floor='LL', building='RoyCarver') Node_4d(x=300, y=74, floor='LL', building='RoyCarver') normal 1
Node_4d(x=308, y=75, floor='LL', building='RoyCarver') Node_4d(x=318, y=71, floor='LL', building='RoyCarver') normal 1
Node_4d(x=311, y=94, floor='LL', building='RoyCarver') Node_4d(x=311, y=94, floor='LL', building='RoyCarver') normal 1
Node_4d(x=311, y=94, floor='LL', building='RoyCarver') Node_4d(x=310, y=87, floor='LL', building='RoyCarver') door 1000
Node_4d(x=311, y=215, floor='LL', building='RoyCarver') Node_4d(x=311, y=215, floor='LL', building='RoyCarver') normal 1
Node_4d(x=311, y=215, floor='LL', building='RoyCarver') Node_4d(x=318, y=219, floor='LL', building='RoyCarver') normal 1
Node_4d(x=311, y=215, floor='LL', building='RoyCarver') Node_4d(x=303, y=213, floor='LL', building='RoyCarver') normal 1
Node_4d(x=311, y=215, floor='LL', building='RoyCarver') Node_4d(x=318, y=210, floor='LL', building='RoyCarver') normal 1
Node_4d(x=312, y=48, floor='LL', building='RoyCarver') Node_4d(x=312, y=48, floor='LL', building='RoyCarver') normal 1
Node_4d(x=312, y=48, floor='LL', building='RoyCarver') Node_4d(x=310, y=40, floor='LL', building='RoyCarver') door 1000
Node_4d(x=312, y=59, floor='LL', building='RoyCarver') Node_4d(x=312, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=312, y=59, floor='LL', building='RoyCarver') Node_4d(x=312, y=67, floor='LL', building='RoyCarver') door 1000
Node_4d(x=314, y=123, floor='LL', building='RoyCarver') Node_4d(x=314, y=123, floor='LL', building='RoyCarver') normal 1
Node_4d(x=314, y=123, floor='LL', building='RoyCarver') Node_4d(x=305, y=122, floor='LL', building='RoyCarver') normal 1
Node_4d(x=314, y=123, floor='LL', building='RoyCarver') Node_4d(x=320, y=120, floor='LL', building='RoyCarver') door 1000
Node_4d(x=318, y=292, floor='LL', building='RoyCarver') Node_4d(x=318, y=292, floor='LL', building='RoyCarver') normal 1
Node_4d(x=318, y=292, floor='LL', building='RoyCarver') Node_4d(x=325, y=289, floor='LL', building='RoyCarver') normal 1
Node_4d(x=318, y=292, floor='LL', building='RoyCarver') Node_4d(x=309, y=292, floor='LL', building='RoyCarver') normal 1
Node_4d(x=319, y=41, floor='LL', building='RoyCarver') Node_4d(x=319, y=41, floor='LL', building='RoyCarver') normal 1
Node_4d(x=319, y=41, floor='LL', building='RoyCarver') Node_4d(x=327, y=40, floor='LL', building='RoyCarver') normal 1
Node_4d(x=319, y=41, floor='LL', building='RoyCarver') Node_4d(x=315, y=34, floor='LL', building='RoyCarver') door 1000
Node_4d(x=319, y=41, floor='LL', building='RoyCarver') Node_4d(x=324, y=34, floor='LL', building='RoyCarver') door 1000
Node_4d(x=319, y=41, floor='LL', building='RoyCarver') Node_4d(x=310, y=40, floor='LL', building='RoyCarver') normal 1
Node_4d(x=319, y=96, floor='LL', building='RoyCarver') Node_4d(x=319, y=96, floor='LL', building='RoyCarver') normal 1
Node_4d(x=319, y=96, floor='LL', building='RoyCarver') Node_4d(x=318, y=86, floor='LL', building='RoyCarver') door 1000
Node_4d(x=320, y=59, floor='LL', building='RoyCarver') Node_4d(x=320, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=320, y=59, floor='LL', building='RoyCarver') Node_4d(x=325, y=67, floor='LL', building='RoyCarver') door 1000
Node_4d(x=322, y=246, floor='LL', building='RoyCarver') Node_4d(x=322, y=246, floor='LL', building='RoyCarver') normal 1
Node_4d(x=322, y=246, floor='LL', building='RoyCarver') Node_4d(x=329, y=243, floor='LL', building='RoyCarver') normal 1
Node_4d(x=322, y=246, floor='LL', building='RoyCarver') Node_4d(x=313, y=244, floor='LL', building='RoyCarver') normal 1
Node_4d(x=324, y=48, floor='LL', building='RoyCarver') Node_4d(x=324, y=48, floor='LL', building='RoyCarver') normal 1
Node_4d(x=324, y=48, floor='LL', building='RoyCarver') Node_4d(x=327, y=40, floor='LL', building='RoyCarver') door 1000
Node_4d(x=325, y=67, floor='LL', building='RoyCarver') Node_4d(x=325, y=67, floor='LL', building='RoyCarver') normal 1
Node_4d(x=325, y=67, floor='LL', building='RoyCarver') Node_4d(x=332, y=64, floor='LL', building='RoyCarver') normal 1
Node_4d(x=325, y=67, floor='LL', building='RoyCarver') Node_4d(x=329, y=59, floor='LL', building='RoyCarver') door 1000
Node_4d(x=325, y=67, floor='LL', building='RoyCarver') Node_4d(x=312, y=67, floor='LL', building='RoyCarver') normal 1
Node_4d(x=325, y=67, floor='LL', building='RoyCarver') Node_4d(x=322, y=81, floor='LL', building='RoyCarver') normal 1
Node_4d(x=327, y=94, floor='LL', building='RoyCarver') Node_4d(x=327, y=94, floor='LL', building='RoyCarver') normal 1
Node_4d(x=327, y=94, floor='LL', building='RoyCarver') Node_4d(x=327, y=86, floor='LL', building='RoyCarver') door 1000
Node_4d(x=329, y=59, floor='LL', building='RoyCarver') Node_4d(x=329, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=329, y=59, floor='LL', building='RoyCarver') Node_4d(x=332, y=64, floor='LL', building='RoyCarver') door 1000
Node_4d(x=334, y=211, floor='LL', building='RoyCarver') Node_4d(x=334, y=211, floor='LL', building='RoyCarver') normal 1
Node_4d(x=334, y=211, floor='LL', building='RoyCarver') Node_4d(x=342, y=210, floor='LL', building='RoyCarver') normal 1
Node_4d(x=334, y=211, floor='LL', building='RoyCarver') Node_4d(x=338, y=216, floor='LL', building='RoyCarver') door 1000
Node_4d(x=334, y=211, floor='LL', building='RoyCarver') Node_4d(x=329, y=219, floor='LL', building='RoyCarver') door 1000
Node_4d(x=334, y=211, floor='LL', building='RoyCarver') Node_4d(x=324, y=210, floor='LL', building='RoyCarver') normal 1
Node_4d(x=336, y=48, floor='LL', building='RoyCarver') Node_4d(x=336, y=48, floor='LL', building='RoyCarver') normal 1
Node_4d(x=336, y=48, floor='LL', building='RoyCarver') Node_4d(x=335, y=41, floor='LL', building='RoyCarver') door 1000
Node_4d(x=336, y=94, floor='LL', building='RoyCarver') Node_4d(x=336, y=94, floor='LL', building='RoyCarver') normal 1
Node_4d(x=336, y=94, floor='LL', building='RoyCarver') Node_4d(x=335, y=87, floor='LL', building='RoyCarver') door 1000
Node_4d(x=336, y=94, floor='LL', building='RoyCarver') Node_4d(x=343, y=86, floor='LL', building='RoyCarver') door 1000
Node_4d(x=336, y=112, floor='LL', building='RoyCarver') Node_4d(x=336, y=112, floor='LL', building='RoyCarver') normal 1
Node_4d(x=336, y=112, floor='LL', building='RoyCarver') Node_4d(x=342, y=106, floor='LL', building='RoyCarver') normal 1
Node_4d(x=336, y=112, floor='LL', building='RoyCarver') Node_4d(x=340, y=119, floor='LL', building='RoyCarver') normal 1
Node_4d(x=336, y=112, floor='LL', building='RoyCarver') Node_4d(x=331, y=119, floor='LL', building='RoyCarver') normal 1
Node_4d(x=336, y=112, floor='LL', building='RoyCarver') Node_4d(x=328, y=109, floor='LL', building='RoyCarver') normal 1
Node_4d(x=337, y=59, floor='LL', building='RoyCarver') Node_4d(x=337, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=337, y=59, floor='LL', building='RoyCarver') Node_4d(x=339, y=67, floor='LL', building='RoyCarver') door 1000
Node_4d(x=337, y=59, floor='LL', building='RoyCarver') Node_4d(x=332, y=64, floor='LL', building='RoyCarver') door 1000
Node_4d(x=337, y=124, floor='LL', building='RoyCarver') Node_4d(x=337, y=124, floor='LL', building='RoyCarver') normal 1
Node_4d(x=337, y=124, floor='LL', building='RoyCarver') Node_4d(x=334, y=130, floor='LL', building='RoyCarver') door 1000
Node_4d(x=338, y=77, floor='LL', building='RoyCarver') Node_4d(x=338, y=77, floor='LL', building='RoyCarver') normal 1
Node_4d(x=338, y=77, floor='LL', building='RoyCarver') Node_4d(x=341, y=84, floor='LL', building='RoyCarver') normal 1
Node_4d(x=338, y=77, floor='LL', building='RoyCarver') Node_4d(x=339, y=69, floor='LL', building='RoyCarver') normal 1
Node_4d(x=338, y=77, floor='LL', building='RoyCarver') Node_4d(x=331, y=81, floor='LL', building='RoyCarver') normal 1
Node_4d(x=338, y=77, floor='LL', building='RoyCarver') Node_4d(x=331, y=72, floor='LL', building='RoyCarver') normal 1
Node_4d(x=338, y=77, floor='LL', building='RoyCarver') Node_4d(x=346, y=72, floor='LL', building='RoyCarver') normal 1
Node_4d(x=338, y=77, floor='LL', building='RoyCarver') Node_4d(x=348, y=80, floor='LL', building='RoyCarver') normal 1
Node_4d(x=339, y=140, floor='LL', building='RoyCarver') Node_4d(x=339, y=140, floor='LL', building='RoyCarver') normal 1
Node_4d(x=339, y=140, floor='LL', building='RoyCarver') Node_4d(x=349, y=133, floor='LL', building='RoyCarver') door 1000
Node_4d(x=339, y=140, floor='LL', building='RoyCarver') Node_4d(x=334, y=130, floor='LL', building='RoyCarver') door 1000
Node_4d(x=345, y=45, floor='LL', building='RoyCarver') Node_4d(x=345, y=45, floor='LL', building='RoyCarver') normal 1
Node_4d(x=345, y=45, floor='LL', building='RoyCarver') Node_4d(x=335, y=41, floor='LL', building='RoyCarver') door 1000
Node_4d(x=345, y=59, floor='LL', building='RoyCarver') Node_4d(x=345, y=59, floor='LL', building='RoyCarver') normal 1
Node_4d(x=345, y=59, floor='LL', building='RoyCarver') Node_4d(x=347, y=65, floor='LL', building='RoyCarver') door 1000
Node_4d(x=345, y=59, floor='LL', building='RoyCarver') Node_4d(x=339, y=67, floor='LL', building='RoyCarver') door 1000
Node_4d(x=345, y=94, floor='LL', building='RoyCarver') Node_4d(x=345, y=94, floor='LL', building='RoyCarver') normal 1
Node_4d(x=345, y=94, floor='LL', building='RoyCarver') Node_4d(x=343, y=86, floor='LL', building='RoyCarver') door 1000
Node_4d(x=349, y=133, floor='LL', building='RoyCarver') Node_4d(x=349, y=133, floor='LL', building='RoyCarver') normal 1
Node_4d(x=349, y=133, floor='LL', building='RoyCarver') Node_4d(x=357, y=132, floor='LL', building='RoyCarver') normal 1
Node_4d(x=349, y=133, floor='LL', building='RoyCarver') Node_4d(x=349, y=141, floor='LL', building='RoyCarver') door 1000
Node_4d(x=349, y=133, floor='LL', building='RoyCarver') Node_4d(x=350, y=129, floor='LL', building='RoyCarver') door 1000
Node_4d(x=349, y=141, floor='LL', building='RoyCarver') Node_4d(x=349, y=141, floor='LL', building='RoyCarver') normal 1
Node_4d(x=351, y=112, floor='LL', building='RoyCarver') Node_4d(x=351, y=112, floor='LL', building='RoyCarver') normal 1
Node_4d(x=351, y=112, floor='LL', building='RoyCarver') Node_4d(x=348, y=119, floor='LL', building='RoyCarver') normal 1
Node_4d(x=351, y=112, floor='LL', building='RoyCarver') Node_4d(x=354, y=104, floor='LL', building='RoyCarver') door 1000
